DateKey,FullDateAlternateKey,DayNumberOfWeek,DayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,MonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20210206,2/6/2021,7,Saturday,6,37,6,February,2,1,2021,1,3,2021,2
20210207,2/7/2021,1,Sunday,7,38,7,February,2,1,2021,1,3,2021,2
20210208,2/8/2021,2,Monday,8,39,7,February,2,1,2021,1,3,2021,2
20210209,2/9/2021,3,Tuesday,9,40,7,February,2,1,2021,1,3,2021,2
20210210,2/10/2021,4,Wednesday,10,41,7,February,2,1,2021,1,3,2021,2
20210211,2/11/2021,5,Thursday,11,42,7,February,2,1,2021,1,3,2021,2
20210212,2/12/2021,6,Friday,12,43,7,February,2,1,2021,1,3,2021,2
20210213,2/13/2021,7,Saturday,13,44,7,February,2,1,2021,1,3,2021,2
20210214,2/14/2021,1,Sunday,14,45,8,February,2,1,2021,1,3,2021,2
20210215,2/15/2021,2,Monday,15,46,8,February,2,1,2021,1,3,2021,2
20210216,2/16/2021,3,Tuesday,16,47,8,February,2,1,2021,1,3,2021,2
20210217,2/17/2021,4,Wednesday,17,48,8,February,2,1,2021,1,3,2021,2
20210218,2/18/2021,5,Thursday,18,49,8,February,2,1,2021,1,3,2021,2
20210219,2/19/2021,6,Friday,19,50,8,February,2,1,2021,1,3,2021,2
20210220,2/20/2021,7,Saturday,20,51,8,February,2,1,2021,1,3,2021,2
20210221,2/21/2021,1,Sunday,21,52,9,February,2,1,2021,1,3,2021,2
20210222,2/22/2021,2,Monday,22,53,9,February,2,1,2021,1,3,2021,2
20210223,2/23/2021,3,Tuesday,23,54,9,February,2,1,2021,1,3,2021,2
20210224,2/24/2021,4,Wednesday,24,55,9,February,2,1,2021,1,3,2021,2
20210225,2/25/2021,5,Thursday,25,56,9,February,2,1,2021,1,3,2021,2
20210226,2/26/2021,6,Friday,26,57,9,February,2,1,2021,1,3,2021,2
20210227,2/27/2021,7,Saturday,27,58,9,February,2,1,2021,1,3,2021,2
20210228,2/28/2021,1,Sunday,28,59,10,February,2,1,2021,1,3,2021,2
20210301,3/1/2021,2,Monday,1,60,10,March,3,1,2021,1,3,2021,2
20210302,3/2/2021,3,Tuesday,2,61,10,March,3,1,2021,1,3,2021,2
20210303,3/3/2021,4,Wednesday,3,62,10,March,3,1,2021,1,3,2021,2
20210304,3/4/2021,5,Thursday,4,63,10,March,3,1,2021,1,3,2021,2
20210305,3/5/2021,6,Friday,5,64,10,March,3,1,2021,1,3,2021,2
20210306,3/6/2021,7,Saturday,6,65,10,March,3,1,2021,1,3,2021,2
20210307,3/7/2021,1,Sunday,7,66,11,March,3,1,2021,1,3,2021,2
20210308,3/8/2021,2,Monday,8,67,11,March,3,1,2021,1,3,2021,2
20210309,3/9/2021,3,Tuesday,9,68,11,March,3,1,2021,1,3,2021,2
20210310,3/10/2021,4,Wednesday,10,69,11,March,3,1,2021,1,3,2021,2
20210311,3/11/2021,5,Thursday,11,70,11,March,3,1,2021,1,3,2021,2
20210312,3/12/2021,6,Friday,12,71,11,March,3,1,2021,1,3,2021,2
20210313,3/13/2021,7,Saturday,13,72,11,March,3,1,2021,1,3,2021,2
20210314,3/14/2021,1,Sunday,14,73,12,March,3,1,2021,1,3,2021,2
20210315,3/15/2021,2,Monday,15,74,12,March,3,1,2021,1,3,2021,2
20210316,3/16/2021,3,Tuesday,16,75,12,March,3,1,2021,1,3,2021,2
20210317,3/17/2021,4,Wednesday,17,76,12,March,3,1,2021,1,3,2021,2
20210318,3/18/2021,5,Thursday,18,77,12,March,3,1,2021,1,3,2021,2
20210319,3/19/2021,6,Friday,19,78,12,March,3,1,2021,1,3,2021,2
20210320,3/20/2021,7,Saturday,20,79,12,March,3,1,2021,1,3,2021,2
20210321,3/21/2021,1,Sunday,21,80,13,March,3,1,2021,1,3,2021,2
20210322,3/22/2021,2,Monday,22,81,13,March,3,1,2021,1,3,2021,2
20210323,3/23/2021,3,Tuesday,23,82,13,March,3,1,2021,1,3,2021,2
20210324,3/24/2021,4,Wednesday,24,83,13,March,3,1,2021,1,3,2021,2
20210325,3/25/2021,5,Thursday,25,84,13,March,3,1,2021,1,3,2021,2
20210326,3/26/2021,6,Friday,26,85,13,March,3,1,2021,1,3,2021,2
20210327,3/27/2021,7,Saturday,27,86,13,March,3,1,2021,1,3,2021,2
20210328,3/28/2021,1,Sunday,28,87,14,March,3,1,2021,1,3,2021,2
20210329,3/29/2021,2,Monday,29,88,14,March,3,1,2021,1,3,2021,2
20210330,3/30/2021,3,Tuesday,30,89,14,March,3,1,2021,1,3,2021,2
20210331,3/31/2021,4,Wednesday,31,90,14,March,3,1,2021,1,3,2021,2
20210401,4/1/2021,5,Thursday,1,91,14,April,4,2,2021,1,4,2021,2
20210402,4/2/2021,6,Friday,2,92,14,April,4,2,2021,1,4,2021,2
20210403,4/3/2021,7,Saturday,3,93,14,April,4,2,2021,1,4,2021,2
20210404,4/4/2021,1,Sunday,4,94,15,April,4,2,2021,1,4,2021,2
20210405,4/5/2021,2,Monday,5,95,15,April,4,2,2021,1,4,2021,2
20210406,4/6/2021,3,Tuesday,6,96,15,April,4,2,2021,1,4,2021,2
20210407,4/7/2021,4,Wednesday,7,97,15,April,4,2,2021,1,4,2021,2
20210408,4/8/2021,5,Thursday,8,98,15,April,4,2,2021,1,4,2021,2
20210409,4/9/2021,6,Friday,9,99,15,April,4,2,2021,1,4,2021,2
20210410,4/10/2021,7,Saturday,10,100,15,April,4,2,2021,1,4,2021,2
20210411,4/11/2021,1,Sunday,11,101,16,April,4,2,2021,1,4,2021,2
20210412,4/12/2021,2,Monday,12,102,16,April,4,2,2021,1,4,2021,2
20210413,4/13/2021,3,Tuesday,13,103,16,April,4,2,2021,1,4,2021,2
20210414,4/14/2021,4,Wednesday,14,104,16,April,4,2,2021,1,4,2021,2
20210415,4/15/2021,5,Thursday,15,105,16,April,4,2,2021,1,4,2021,2
20210416,4/16/2021,6,Friday,16,106,16,April,4,2,2021,1,4,2021,2
20210417,4/17/2021,7,Saturday,17,107,16,April,4,2,2021,1,4,2021,2
20210418,4/18/2021,1,Sunday,18,108,17,April,4,2,2021,1,4,2021,2
20210419,4/19/2021,2,Monday,19,109,17,April,4,2,2021,1,4,2021,2
20210420,4/20/2021,3,Tuesday,20,110,17,April,4,2,2021,1,4,2021,2
20210421,4/21/2021,4,Wednesday,21,111,17,April,4,2,2021,1,4,2021,2
20210422,4/22/2021,5,Thursday,22,112,17,April,4,2,2021,1,4,2021,2
20210423,4/23/2021,6,Friday,23,113,17,April,4,2,2021,1,4,2021,2
20210424,4/24/2021,7,Saturday,24,114,17,April,4,2,2021,1,4,2021,2
20210425,4/25/2021,1,Sunday,25,115,18,April,4,2,2021,1,4,2021,2
20210426,4/26/2021,2,Monday,26,116,18,April,4,2,2021,1,4,2021,2
20210427,4/27/2021,3,Tuesday,27,117,18,April,4,2,2021,1,4,2021,2
20210428,4/28/2021,4,Wednesday,28,118,18,April,4,2,2021,1,4,2021,2
20210429,4/29/2021,5,Thursday,29,119,18,April,4,2,2021,1,4,2021,2
20210430,4/30/2021,6,Friday,30,120,18,April,4,2,2021,1,4,2021,2
20210501,5/1/2021,7,Saturday,1,121,18,May,5,2,2021,1,4,2021,2
20210502,5/2/2021,1,Sunday,2,122,19,May,5,2,2021,1,4,2021,2
20210503,5/3/2021,2,Monday,3,123,19,May,5,2,2021,1,4,2021,2
20210504,5/4/2021,3,Tuesday,4,124,19,May,5,2,2021,1,4,2021,2
20210505,5/5/2021,4,Wednesday,5,125,19,May,5,2,2021,1,4,2021,2
20210506,5/6/2021,5,Thursday,6,126,19,May,5,2,2021,1,4,2021,2
20210507,5/7/2021,6,Friday,7,127,19,May,5,2,2021,1,4,2021,2
20210508,5/8/2021,7,Saturday,8,128,19,May,5,2,2021,1,4,2021,2
20210509,5/9/2021,1,Sunday,9,129,20,May,5,2,2021,1,4,2021,2
20210510,5/10/2021,2,Monday,10,130,20,May,5,2,2021,1,4,2021,2
20210511,5/11/2021,3,Tuesday,11,131,20,May,5,2,2021,1,4,2021,2
20210512,5/12/2021,4,Wednesday,12,132,20,May,5,2,2021,1,4,2021,2
20210513,5/13/2021,5,Thursday,13,133,20,May,5,2,2021,1,4,2021,2
20210514,5/14/2021,6,Friday,14,134,20,May,5,2,2021,1,4,2021,2
20210515,5/15/2021,7,Saturday,15,135,20,May,5,2,2021,1,4,2021,2
20210516,5/16/2021,1,Sunday,16,136,21,May,5,2,2021,1,4,2021,2
20210517,5/17/2021,2,Monday,17,137,21,May,5,2,2021,1,4,2021,2
20210518,5/18/2021,3,Tuesday,18,138,21,May,5,2,2021,1,4,2021,2
20210519,5/19/2021,4,Wednesday,19,139,21,May,5,2,2021,1,4,2021,2
20210520,5/20/2021,5,Thursday,20,140,21,May,5,2,2021,1,4,2021,2
20210521,5/21/2021,6,Friday,21,141,21,May,5,2,2021,1,4,2021,2
20210522,5/22/2021,7,Saturday,22,142,21,May,5,2,2021,1,4,2021,2
20210523,5/23/2021,1,Sunday,23,143,22,May,5,2,2021,1,4,2021,2
20210524,5/24/2021,2,Monday,24,144,22,May,5,2,2021,1,4,2021,2
20210525,5/25/2021,3,Tuesday,25,145,22,May,5,2,2021,1,4,2021,2
20210526,5/26/2021,4,Wednesday,26,146,22,May,5,2,2021,1,4,2021,2
20210527,5/27/2021,5,Thursday,27,147,22,May,5,2,2021,1,4,2021,2
20210528,5/28/2021,6,Friday,28,148,22,May,5,2,2021,1,4,2021,2
20210529,5/29/2021,7,Saturday,29,149,22,May,5,2,2021,1,4,2021,2
20210530,5/30/2021,1,Sunday,30,150,23,May,5,2,2021,1,4,2021,2
20210531,5/31/2021,2,Monday,31,151,23,May,5,2,2021,1,4,2021,2
20210601,6/1/2021,3,Tuesday,1,152,23,June,6,2,2021,1,4,2021,2
20210602,6/2/2021,4,Wednesday,2,153,23,June,6,2,2021,1,4,2021,2
20210603,6/3/2021,5,Thursday,3,154,23,June,6,2,2021,1,4,2021,2
20210604,6/4/2021,6,Friday,4,155,23,June,6,2,2021,1,4,2021,2
20210605,6/5/2021,7,Saturday,5,156,23,June,6,2,2021,1,4,2021,2
20210606,6/6/2021,1,Sunday,6,157,24,June,6,2,2021,1,4,2021,2
20210607,6/7/2021,2,Monday,7,158,24,June,6,2,2021,1,4,2021,2
20210608,6/8/2021,3,Tuesday,8,159,24,June,6,2,2021,1,4,2021,2
20210609,6/9/2021,4,Wednesday,9,160,24,June,6,2,2021,1,4,2021,2
20210610,6/10/2021,5,Thursday,10,161,24,June,6,2,2021,1,4,2021,2
20210611,6/11/2021,6,Friday,11,162,24,June,6,2,2021,1,4,2021,2
20210612,6/12/2021,7,Saturday,12,163,24,June,6,2,2021,1,4,2021,2
20210613,6/13/2021,1,Sunday,13,164,25,June,6,2,2021,1,4,2021,2
20210614,6/14/2021,2,Monday,14,165,25,June,6,2,2021,1,4,2021,2
20210615,6/15/2021,3,Tuesday,15,166,25,June,6,2,2021,1,4,2021,2
20210616,6/16/2021,4,Wednesday,16,167,25,June,6,2,2021,1,4,2021,2
20210617,6/17/2021,5,Thursday,17,168,25,June,6,2,2021,1,4,2021,2
20210618,6/18/2021,6,Friday,18,169,25,June,6,2,2021,1,4,2021,2
20210619,6/19/2021,7,Saturday,19,170,25,June,6,2,2021,1,4,2021,2
20210620,6/20/2021,1,Sunday,20,171,26,June,6,2,2021,1,4,2021,2
20210621,6/21/2021,2,Monday,21,172,26,June,6,2,2021,1,4,2021,2
20210622,6/22/2021,3,Tuesday,22,173,26,June,6,2,2021,1,4,2021,2
20210623,6/23/2021,4,Wednesday,23,174,26,June,6,2,2021,1,4,2021,2
20210624,6/24/2021,5,Thursday,24,175,26,June,6,2,2021,1,4,2021,2
20210625,6/25/2021,6,Friday,25,176,26,June,6,2,2021,1,4,2021,2
20210626,6/26/2021,7,Saturday,26,177,26,June,6,2,2021,1,4,2021,2
20210627,6/27/2021,1,Sunday,27,178,27,June,6,2,2021,1,4,2021,2
20210628,6/28/2021,2,Monday,28,179,27,June,6,2,2021,1,4,2021,2
20210629,6/29/2021,3,Tuesday,29,180,27,June,6,2,2021,1,4,2021,2
20210630,6/30/2021,4,Wednesday,30,181,27,June,6,2,2021,1,4,2021,2
20210701,7/1/2021,5,Thursday,1,182,27,July,7,3,2021,2,1,2022,1
20210702,7/2/2021,6,Friday,2,183,27,July,7,3,2021,2,1,2022,1
20210703,7/3/2021,7,Saturday,3,184,27,July,7,3,2021,2,1,2022,1
20210704,7/4/2021,1,Sunday,4,185,28,July,7,3,2021,2,1,2022,1
20210705,7/5/2021,2,Monday,5,186,28,July,7,3,2021,2,1,2022,1
20210706,7/6/2021,3,Tuesday,6,187,28,July,7,3,2021,2,1,2022,1
20210707,7/7/2021,4,Wednesday,7,188,28,July,7,3,2021,2,1,2022,1
20210708,7/8/2021,5,Thursday,8,189,28,July,7,3,2021,2,1,2022,1
20210709,7/9/2021,6,Friday,9,190,28,July,7,3,2021,2,1,2022,1
20210710,7/10/2021,7,Saturday,10,191,28,July,7,3,2021,2,1,2022,1
20210711,7/11/2021,1,Sunday,11,192,29,July,7,3,2021,2,1,2022,1
20210712,7/12/2021,2,Monday,12,193,29,July,7,3,2021,2,1,2022,1
20210713,7/13/2021,3,Tuesday,13,194,29,July,7,3,2021,2,1,2022,1
20210714,7/14/2021,4,Wednesday,14,195,29,July,7,3,2021,2,1,2022,1
20210715,7/15/2021,5,Thursday,15,196,29,July,7,3,2021,2,1,2022,1
20210716,7/16/2021,6,Friday,16,197,29,July,7,3,2021,2,1,2022,1
20210717,7/17/2021,7,Saturday,17,198,29,July,7,3,2021,2,1,2022,1
20210718,7/18/2021,1,Sunday,18,199,30,July,7,3,2021,2,1,2022,1
20210719,7/19/2021,2,Monday,19,200,30,July,7,3,2021,2,1,2022,1
20210720,7/20/2021,3,Tuesday,20,201,30,July,7,3,2021,2,1,2022,1
20210721,7/21/2021,4,Wednesday,21,202,30,July,7,3,2021,2,1,2022,1
20210722,7/22/2021,5,Thursday,22,203,30,July,7,3,2021,2,1,2022,1
20210723,7/23/2021,6,Friday,23,204,30,July,7,3,2021,2,1,2022,1
20210724,7/24/2021,7,Saturday,24,205,30,July,7,3,2021,2,1,2022,1
20210725,7/25/2021,1,Sunday,25,206,31,July,7,3,2021,2,1,2022,1
20210726,7/26/2021,2,Monday,26,207,31,July,7,3,2021,2,1,2022,1
20210727,7/27/2021,3,Tuesday,27,208,31,July,7,3,2021,2,1,2022,1
20210728,7/28/2021,4,Wednesday,28,209,31,July,7,3,2021,2,1,2022,1
20210729,7/29/2021,5,Thursday,29,210,31,July,7,3,2021,2,1,2022,1
20210730,7/30/2021,6,Friday,30,211,31,July,7,3,2021,2,1,2022,1
20210731,7/31/2021,7,Saturday,31,212,31,July,7,3,2021,2,1,2022,1
20210801,8/1/2021,1,Sunday,1,213,32,August,8,3,2021,2,1,2022,1
20210802,8/2/2021,2,Monday,2,214,32,August,8,3,2021,2,1,2022,1
20210803,8/3/2021,3,Tuesday,3,215,32,August,8,3,2021,2,1,2022,1
20210804,8/4/2021,4,Wednesday,4,216,32,August,8,3,2021,2,1,2022,1
20210805,8/5/2021,5,Thursday,5,217,32,August,8,3,2021,2,1,2022,1
20210806,8/6/2021,6,Friday,6,218,32,August,8,3,2021,2,1,2022,1
20210807,8/7/2021,7,Saturday,7,219,32,August,8,3,2021,2,1,2022,1
20210808,8/8/2021,1,Sunday,8,220,33,August,8,3,2021,2,1,2022,1
20210809,8/9/2021,2,Monday,9,221,33,August,8,3,2021,2,1,2022,1
20210810,8/10/2021,3,Tuesday,10,222,33,August,8,3,2021,2,1,2022,1
20210811,8/11/2021,4,Wednesday,11,223,33,August,8,3,2021,2,1,2022,1
20210812,8/12/2021,5,Thursday,12,224,33,August,8,3,2021,2,1,2022,1
20210813,8/13/2021,6,Friday,13,225,33,August,8,3,2021,2,1,2022,1
20210814,8/14/2021,7,Saturday,14,226,33,August,8,3,2021,2,1,2022,1
20210815,8/15/2021,1,Sunday,15,227,34,August,8,3,2021,2,1,2022,1
20210816,8/16/2021,2,Monday,16,228,34,August,8,3,2021,2,1,2022,1
20210817,8/17/2021,3,Tuesday,17,229,34,August,8,3,2021,2,1,2022,1
20210818,8/18/2021,4,Wednesday,18,230,34,August,8,3,2021,2,1,2022,1
20210819,8/19/2021,5,Thursday,19,231,34,August,8,3,2021,2,1,2022,1
20210820,8/20/2021,6,Friday,20,232,34,August,8,3,2021,2,1,2022,1
20210821,8/21/2021,7,Saturday,21,233,34,August,8,3,2021,2,1,2022,1
20210822,8/22/2021,1,Sunday,22,234,35,August,8,3,2021,2,1,2022,1
20210823,8/23/2021,2,Monday,23,235,35,August,8,3,2021,2,1,2022,1
20210824,8/24/2021,3,Tuesday,24,236,35,August,8,3,2021,2,1,2022,1
20210825,8/25/2021,4,Wednesday,25,237,35,August,8,3,2021,2,1,2022,1
20210826,8/26/2021,5,Thursday,26,238,35,August,8,3,2021,2,1,2022,1
20210827,8/27/2021,6,Friday,27,239,35,August,8,3,2021,2,1,2022,1
20210828,8/28/2021,7,Saturday,28,240,35,August,8,3,2021,2,1,2022,1
20210829,8/29/2021,1,Sunday,29,241,36,August,8,3,2021,2,1,2022,1
20210830,8/30/2021,2,Monday,30,242,36,August,8,3,2021,2,1,2022,1
20210831,8/31/2021,3,Tuesday,31,243,36,August,8,3,2021,2,1,2022,1
20210901,9/1/2021,4,Wednesday,1,244,36,September,9,3,2021,2,1,2022,1
20210902,9/2/2021,5,Thursday,2,245,36,September,9,3,2021,2,1,2022,1
20210903,9/3/2021,6,Friday,3,246,36,September,9,3,2021,2,1,2022,1
20210904,9/4/2021,7,Saturday,4,247,36,September,9,3,2021,2,1,2022,1
20210905,9/5/2021,1,Sunday,5,248,37,September,9,3,2021,2,1,2022,1
20210906,9/6/2021,2,Monday,6,249,37,September,9,3,2021,2,1,2022,1
20210907,9/7/2021,3,Tuesday,7,250,37,September,9,3,2021,2,1,2022,1
20210908,9/8/2021,4,Wednesday,8,251,37,September,9,3,2021,2,1,2022,1
20210909,9/9/2021,5,Thursday,9,252,37,September,9,3,2021,2,1,2022,1
20210910,9/10/2021,6,Friday,10,253,37,September,9,3,2021,2,1,2022,1
20210911,9/11/2021,7,Saturday,11,254,37,September,9,3,2021,2,1,2022,1
20210912,9/12/2021,1,Sunday,12,255,38,September,9,3,2021,2,1,2022,1
20210913,9/13/2021,2,Monday,13,256,38,September,9,3,2021,2,1,2022,1
20210914,9/14/2021,3,Tuesday,14,257,38,September,9,3,2021,2,1,2022,1
20210915,9/15/2021,4,Wednesday,15,258,38,September,9,3,2021,2,1,2022,1
20210916,9/16/2021,5,Thursday,16,259,38,September,9,3,2021,2,1,2022,1
20210917,9/17/2021,6,Friday,17,260,38,September,9,3,2021,2,1,2022,1
20210918,9/18/2021,7,Saturday,18,261,38,September,9,3,2021,2,1,2022,1
20210919,9/19/2021,1,Sunday,19,262,39,September,9,3,2021,2,1,2022,1
20210920,9/20/2021,2,Monday,20,263,39,September,9,3,2021,2,1,2022,1
20210921,9/21/2021,3,Tuesday,21,264,39,September,9,3,2021,2,1,2022,1
20210922,9/22/2021,4,Wednesday,22,265,39,September,9,3,2021,2,1,2022,1
20210923,9/23/2021,5,Thursday,23,266,39,September,9,3,2021,2,1,2022,1
20210924,9/24/2021,6,Friday,24,267,39,September,9,3,2021,2,1,2022,1
20210925,9/25/2021,7,Saturday,25,268,39,September,9,3,2021,2,1,2022,1
20210926,9/26/2021,1,Sunday,26,269,40,September,9,3,2021,2,1,2022,1
20210927,9/27/2021,2,Monday,27,270,40,September,9,3,2021,2,1,2022,1
20210928,9/28/2021,3,Tuesday,28,271,40,September,9,3,2021,2,1,2022,1
20210929,9/29/2021,4,Wednesday,29,272,40,September,9,3,2021,2,1,2022,1
20210930,9/30/2021,5,Thursday,30,273,40,September,9,3,2021,2,1,2022,1
20211001,10/1/2021,6,Friday,1,274,40,October,10,4,2021,2,2,2022,1
20211002,10/2/2021,7,Saturday,2,275,40,October,10,4,2021,2,2,2022,1
20211003,10/3/2021,1,Sunday,3,276,41,October,10,4,2021,2,2,2022,1
20211004,10/4/2021,2,Monday,4,277,41,October,10,4,2021,2,2,2022,1
20211005,10/5/2021,3,Tuesday,5,278,41,October,10,4,2021,2,2,2022,1
20211006,10/6/2021,4,Wednesday,6,279,41,October,10,4,2021,2,2,2022,1
20211007,10/7/2021,5,Thursday,7,280,41,October,10,4,2021,2,2,2022,1
20211008,10/8/2021,6,Friday,8,281,41,October,10,4,2021,2,2,2022,1
20211009,10/9/2021,7,Saturday,9,282,41,October,10,4,2021,2,2,2022,1
20211010,10/10/2021,1,Sunday,10,283,42,October,10,4,2021,2,2,2022,1
20211011,10/11/2021,2,Monday,11,284,42,October,10,4,2021,2,2,2022,1
20211012,10/12/2021,3,Tuesday,12,285,42,October,10,4,2021,2,2,2022,1
20211013,10/13/2021,4,Wednesday,13,286,42,October,10,4,2021,2,2,2022,1
20211014,10/14/2021,5,Thursday,14,287,42,October,10,4,2021,2,2,2022,1
20211015,10/15/2021,6,Friday,15,288,42,October,10,4,2021,2,2,2022,1
20211016,10/16/2021,7,Saturday,16,289,42,October,10,4,2021,2,2,2022,1
20211017,10/17/2021,1,Sunday,17,290,43,October,10,4,2021,2,2,2022,1
20211018,10/18/2021,2,Monday,18,291,43,October,10,4,2021,2,2,2022,1
20211019,10/19/2021,3,Tuesday,19,292,43,October,10,4,2021,2,2,2022,1
20211020,10/20/2021,4,Wednesday,20,293,43,October,10,4,2021,2,2,2022,1
20211021,10/21/2021,5,Thursday,21,294,43,October,10,4,2021,2,2,2022,1
20211022,10/22/2021,6,Friday,22,295,43,October,10,4,2021,2,2,2022,1
20211023,10/23/2021,7,Saturday,23,296,43,October,10,4,2021,2,2,2022,1
20211024,10/24/2021,1,Sunday,24,297,44,October,10,4,2021,2,2,2022,1
20211025,10/25/2021,2,Monday,25,298,44,October,10,4,2021,2,2,2022,1
20211026,10/26/2021,3,Tuesday,26,299,44,October,10,4,2021,2,2,2022,1
20211027,10/27/2021,4,Wednesday,27,300,44,October,10,4,2021,2,2,2022,1
20211028,10/28/2021,5,Thursday,28,301,44,October,10,4,2021,2,2,2022,1
20211029,10/29/2021,6,Friday,29,302,44,October,10,4,2021,2,2,2022,1
20211030,10/30/2021,7,Saturday,30,303,44,October,10,4,2021,2,2,2022,1
20211031,10/31/2021,1,Sunday,31,304,45,October,10,4,2021,2,2,2022,1
20211101,11/1/2021,2,Monday,1,305,45,November,11,4,2021,2,2,2022,1
20211102,11/2/2021,3,Tuesday,2,306,45,November,11,4,2021,2,2,2022,1
20211103,11/3/2021,4,Wednesday,3,307,45,November,11,4,2021,2,2,2022,1
20211104,11/4/2021,5,Thursday,4,308,45,November,11,4,2021,2,2,2022,1
20211105,11/5/2021,6,Friday,5,309,45,November,11,4,2021,2,2,2022,1
20211106,11/6/2021,7,Saturday,6,310,45,November,11,4,2021,2,2,2022,1
20211107,11/7/2021,1,Sunday,7,311,46,November,11,4,2021,2,2,2022,1
20211108,11/8/2021,2,Monday,8,312,46,November,11,4,2021,2,2,2022,1
20211109,11/9/2021,3,Tuesday,9,313,46,November,11,4,2021,2,2,2022,1
20211110,11/10/2021,4,Wednesday,10,314,46,November,11,4,2021,2,2,2022,1
20211111,11/11/2021,5,Thursday,11,315,46,November,11,4,2021,2,2,2022,1
20211112,11/12/2021,6,Friday,12,316,46,November,11,4,2021,2,2,2022,1
20211113,11/13/2021,7,Saturday,13,317,46,November,11,4,2021,2,2,2022,1
20211114,11/14/2021,1,Sunday,14,318,47,November,11,4,2021,2,2,2022,1
20211115,11/15/2021,2,Monday,15,319,47,November,11,4,2021,2,2,2022,1
20211116,11/16/2021,3,Tuesday,16,320,47,November,11,4,2021,2,2,2022,1
20211117,11/17/2021,4,Wednesday,17,321,47,November,11,4,2021,2,2,2022,1
20211118,11/18/2021,5,Thursday,18,322,47,November,11,4,2021,2,2,2022,1
20211119,11/19/2021,6,Friday,19,323,47,November,11,4,2021,2,2,2022,1
20211120,11/20/2021,7,Saturday,20,324,47,November,11,4,2021,2,2,2022,1
20211121,11/21/2021,1,Sunday,21,325,48,November,11,4,2021,2,2,2022,1
20211122,11/22/2021,2,Monday,22,326,48,November,11,4,2021,2,2,2022,1
20211123,11/23/2021,3,Tuesday,23,327,48,November,11,4,2021,2,2,2022,1
20211124,11/24/2021,4,Wednesday,24,328,48,November,11,4,2021,2,2,2022,1
20211125,11/25/2021,5,Thursday,25,329,48,November,11,4,2021,2,2,2022,1
20211126,11/26/2021,6,Friday,26,330,48,November,11,4,2021,2,2,2022,1
20211127,11/27/2021,7,Saturday,27,331,48,November,11,4,2021,2,2,2022,1
20211128,11/28/2021,1,Sunday,28,332,49,November,11,4,2021,2,2,2022,1
20211129,11/29/2021,2,Monday,29,333,49,November,11,4,2021,2,2,2022,1
20211130,11/30/2021,3,Tuesday,30,334,49,November,11,4,2021,2,2,2022,1
20211201,12/1/2021,4,Wednesday,1,335,49,December,12,4,2021,2,2,2022,1
20211202,12/2/2021,5,Thursday,2,336,49,December,12,4,2021,2,2,2022,1
20211203,12/3/2021,6,Friday,3,337,49,December,12,4,2021,2,2,2022,1
20211204,12/4/2021,7,Saturday,4,338,49,December,12,4,2021,2,2,2022,1
20211205,12/5/2021,1,Sunday,5,339,50,December,12,4,2021,2,2,2022,1
20211206,12/6/2021,2,Monday,6,340,50,December,12,4,2021,2,2,2022,1
20211207,12/7/2021,3,Tuesday,7,341,50,December,12,4,2021,2,2,2022,1
20211208,12/8/2021,4,Wednesday,8,342,50,December,12,4,2021,2,2,2022,1
20211209,12/9/2021,5,Thursday,9,343,50,December,12,4,2021,2,2,2022,1
20211210,12/10/2021,6,Friday,10,344,50,December,12,4,2021,2,2,2022,1
20211211,12/11/2021,7,Saturday,11,345,50,December,12,4,2021,2,2,2022,1
20211212,12/12/2021,1,Sunday,12,346,51,December,12,4,2021,2,2,2022,1
20211213,12/13/2021,2,Monday,13,347,51,December,12,4,2021,2,2,2022,1
20211214,12/14/2021,3,Tuesday,14,348,51,December,12,4,2021,2,2,2022,1
20211215,12/15/2021,4,Wednesday,15,349,51,December,12,4,2021,2,2,2022,1
20211216,12/16/2021,5,Thursday,16,350,51,December,12,4,2021,2,2,2022,1
20211217,12/17/2021,6,Friday,17,351,51,December,12,4,2021,2,2,2022,1
20211218,12/18/2021,7,Saturday,18,352,51,December,12,4,2021,2,2,2022,1
20211219,12/19/2021,1,Sunday,19,353,52,December,12,4,2021,2,2,2022,1
20211220,12/20/2021,2,Monday,20,354,52,December,12,4,2021,2,2,2022,1
20211221,12/21/2021,3,Tuesday,21,355,52,December,12,4,2021,2,2,2022,1
20211222,12/22/2021,4,Wednesday,22,356,52,December,12,4,2021,2,2,2022,1
20211223,12/23/2021,5,Thursday,23,357,52,December,12,4,2021,2,2,2022,1
20211224,12/24/2021,6,Friday,24,358,52,December,12,4,2021,2,2,2022,1
20211225,12/25/2021,7,Saturday,25,359,52,December,12,4,2021,2,2,2022,1
20211226,12/26/2021,1,Sunday,26,360,53,December,12,4,2021,2,2,2022,1
20211227,12/27/2021,2,Monday,27,361,53,December,12,4,2021,2,2,2022,1
20211228,12/28/2021,3,Tuesday,28,362,53,December,12,4,2021,2,2,2022,1
20211229,12/29/2021,4,Wednesday,29,363,53,December,12,4,2021,2,2,2022,1
20211230,12/30/2021,5,Thursday,30,364,53,December,12,4,2021,2,2,2022,1
20211231,12/31/2021,6,Friday,31,365,53,December,12,4,2021,2,2,2022,1
20220101,1/1/2022,7,Saturday,1,1,1,January,1,1,2022,1,3,2022,2
